Numer pojazdu,Nazwa pojazdu,Numer rejestracyjny,Numer kierowcy,Nazwisko kierowcy,ID pracownika,Czas rozpoczęcia,Przesunięcie strefy czasowej,Strefa czasowa,Status,Szerokość geograficzna,Długość geograficzna,Adres,Miasto,Województwo,Kod pocztowy,Prędkość,Ograniczenie prędkości,Nagłówek,Drogomierz,Czas delta,Czas delta (w sekundach),Odległość Delta,Zakumulowany czas,Łączny czas (w sekundach),Zakumulowana odległość,Numery ID miejsca,Nazwy miejsca,Zapłon,Dzienna zakumulowana odległość,ESN,Jest zasobem,Typ paliwa
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:29:18,1,CET,Zapłon włączony,53.172373,18.055117,"Aleja Armii Krajowej 250, 86-031 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,86-031,,,Północ,112865,45G 12m 55S,162775,0,45G 12m 55S,162775,0,,,Zapłon włączony,0,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:30:31,1,CET,Start biegu jałowego,53.17248,18.053743,"Bielska 250, 86-031 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,86-031,,,Zachód,112865,00m 13S,13,0,45G 13m 08S,162788,0,,,Zapłon włączony,0,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:31:20,1,CET,Koniec biegu jałowego,53.175152,18.056155,"Aleja Armii Krajowej, 86-031 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,86-031,56,,Północny wschód,112866,00m 19S,19,1,45G 13m 27S,162807,1,,,Zapłon włączony,1,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:34:32,1,CET,Zapłon wyłączony,53.183698,18.068478,"Blacharska 14, 86-031 Osielsko, Poland",Osielsko,Kujawsko-Pomorskie,86-031,,,Północny zachód,112868,00m 12S,12,0,45G 13m 39S,162819,3,,,Zapłon włączony,3,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:37:02,1,CET,Zapłon włączony,53.183698,18.068478,"Blacharska 14, 86-031 Osielsko, Poland",Osielsko,Kujawsko-Pomorskie,86-031,,,Północny zachód,112868,02m 30S,150,0,45G 16m 09S,162969,3,,,Zapłon włączony,3,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:39:32,1,CET,Start biegu jałowego,53.186498,18.074753,"Narcyzowa 2-10, 86-031 Osielsko, Poland",Osielsko,Kujawsko-Pomorskie,86-031,,,Północny zachód,112868,00m 00S,0,0,45G 16m 09S,162969,3,,,Zapłon włączony,3,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:41:33,1,CET,Koniec biegu jałowego,53.18597,18.077973,"Kwiatowa 2-12, 86-031 Osielsko, Poland",Osielsko,Kujawsko-Pomorskie,86-031,51,,Południowy wschód,112869,00m 01S,1,1,45G 16m 10S,162970,4,,,Zapłon włączony,4,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 18:44:36,1,CET,Zapłon wyłączony,53.194137,18.10078,"Tyska 2, 86-031 Niwy, Poland",Niwy,Kujawsko-Pomorskie,86-031,,,Wschód,112871,00m 03S,3,0,45G 16m 13S,162973,6,,,Zapłon włączony,6,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 19:01:42,1,CET,Zapłon włączony,53.194137,18.10078,"Tyska 2, 86-031 Niwy, Poland",Niwy,Kujawsko-Pomorskie,86-031,,,Wschód,112871,17m 06S,1026,0,45G 33m 19S,163999,6,,,Zapłon włączony,6,862261042708904,0,Nie ustawiono
1,1. Berlingo Serwis,PP4502N,,,,2023-04-27 19:08:44,1,CET,Zapłon wyłączony,53.172432,18.055027,"Aleja Armii Krajowej 250, 86-031 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,86-031,,,Północny wschód,112876,00m 02S,2,0,45G 33m 21S,164001,11,,,Zapłon włączony,11,862261042708904,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 10:42:05,1,CET,Zapłon włączony,53.128033,18.061777,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Północny wschód,"78844,68",00m 00S,0,0,00m 00S,0,0,,,Zapłon włączony,0,4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 10:42:05,1,CET,Start biegu jałowego,53.128033,18.061777,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Północny wschód,"78844,68",00m 00S,0,0,00m 00S,0,0,,,Zapłon włączony,0,4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 10:42:36,1,CET,Koniec biegu jałowego,53.128047,18.061728,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,5,,Zachód,"78844,68",00m 01S,1,0,00m 01S,1,0,,,Zapłon włączony,0,4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 10:48:23,1,CET,Start biegu jałowego,53.126268,18.083747,"Fordońska 156-160, 85-752 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-752,,,Wschód,"78847,13",00m 17S,17,0,00m 18S,18,"2,45",,,Zapłon włączony,"2,45",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 10:48:56,1,CET,Koniec biegu jałowego,53.126277,18.083814,"Fordońska 156-160, 85-752 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-752,7,,Wschód,"78847,13",00m 04S,4,0,00m 22S,22,"2,45",,,Zapłon włączony,"2,45",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 11:02:02,1,CET,Start biegu jałowego,53.128193,18.061934,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Północny zachód,"78853,64",00m 06S,6,0,00m 28S,28,"8,95",,,Zapłon włączony,"8,95",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 11:02:03,1,CET,Koniec biegu jałowego,53.128193,18.061934,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,0,,Północny zachód,"78853,64",00m 00S,0,0,00m 28S,28,"8,95",,,Zapłon włączony,"8,95",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 11:07:02,1,CET,Start biegu jałowego,53.126291,18.083832,"Fordońska 156-160, 85-752 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-752,,,Wschód,"78856,12",00m 00S,0,0,00m 28S,28,"11,44",,,Zapłon włączony,"11,44",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 11:07:33,1,CET,Koniec biegu jałowego,53.126364,18.084172,"Fordońska 160, 85-752 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-752,23,,Wschód,"78856,14",00m 01S,1,0,00m 29S,29,"11,46",,,Zapłon włączony,"11,46",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 11:12:00,1,CET,Zapłon wyłączony,53.118596,18.109714,"Przemysłowa, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Południowy zachód,"78858,77",00m 28S,28,"0,09",00m 57S,57,"14,09",,,Zapłon włączony,"14,09",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 12:07:21,1,CET,Zapłon włączony,53.118458,18.109342,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Południowy zachód,"78858,77",55m 21S,3321,0,56m 18S,3378,"14,09",,,Zapłon włączony,"14,09",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 12:07:21,1,CET,Start biegu jałowego,53.118458,18.109342,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Południowy zachód,"78858,77",00m 00S,0,0,56m 18S,3378,"14,09",,,Zapłon włączony,"14,09",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 12:07:39,1,CET,Koniec biegu jałowego,53.118586,18.109373,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,5,,Południowy zachód,"78858,78",00m 00S,0,0,56m 18S,3378,"14,09",,,Zapłon włączony,"14,09",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 12:16:40,1,CET,Zapłon wyłączony,53.127974,18.061803,"Karola Szajnochy 14A, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Wschód,"78863,2",00m 01S,1,0,56m 19S,3379,"18,52",,,Zapłon włączony,"18,52",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 12:17:09,1,CET,Zapłon włączony,53.128188,18.061869,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Zachód,"78863,24",00m 00S,0,0,56m 19S,3379,"18,55",,,Zapłon włączony,"18,55",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-03 12:17:10,1,CET,Zapłon wyłączony,53.128188,18.061869,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Zachód,"78863,24",00m 00S,0,0,56m 19S,3379,"18,55",,,Zapłon włączony,"18,55",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 08:37:21,1,CET,Zapłon włączony,53.128215,18.061847,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Zachód,"78863,24",20G 20m 11S,73211,0,20G 20m 11S,73211,"18,55",,,Zapłon włączony,0,4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 08:37:21,1,CET,Start biegu jałowego,53.128215,18.061847,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Zachód,"78863,24",00m 00S,0,0,20G 20m 11S,73211,"18,55",,,Zapłon włączony,0,4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 08:38:01,1,CET,Koniec biegu jałowego,53.128138,18.061952,"Karola Szajnochy 14, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,4,,Południe,"78863,24",00m 10S,10,0,20G 20m 21S,73221,"18,55",,,Zapłon włączony,0,4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 08:46:15,1,CET,Zapłon wyłączony,53.118545,18.109908,"Przemysłowa, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Południe,"78868,37",00m 14S,14,"0,02",20G 20m 35S,73235,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 10:55:24,1,CET,Zapłon włączony,53.118535,18.109428,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Wschód,"78868,37",2G 09m 09S,7749,0,22G 29m 44S,80984,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 10:55:24,1,CET,Start biegu jałowego,53.118535,18.109428,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Wschód,"78868,37",00m 00S,0,0,22G 29m 44S,80984,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 10:58:27,1,CET,Koniec biegu jałowego,53.118535,18.109428,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,0,,Wschód,"78868,37",00m 04S,4,0,22G 29m 48S,80988,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 10:58:27,1,CET,Zapłon wyłączony,53.118535,18.109428,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Wschód,"78868,37",00m 00S,0,0,22G 29m 48S,80988,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 10:59:37,1,CET,Zapłon włączony,53.118535,18.109428,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Wschód,"78868,37",01m 10S,70,0,22G 30m 58S,81058,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 10:59:37,1,CET,Start biegu jałowego,53.118535,18.109428,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,,,Wschód,"78868,37",00m 00S,0,0,22G 30m 58S,81058,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:00:06,1,CET,Koniec biegu jałowego,53.118505,18.109276,"Przemysłowa 34, 85-758 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-758,4,,Zachód,"78868,37",00m 00S,0,0,22G 30m 58S,81058,"23,69",,,Zapłon włączony,"5,13",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:10:15,1,CET,Zapłon wyłączony,53.127835,18.061086,"Karola Szajnochy 13, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Południowy wschód,"78872,82",00m 09S,9,0,22G 31m 07S,81067,"28,14",,,Zapłon włączony,"9,59",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:27:22,1,CET,Zapłon włączony,53.127834,18.061031,"Karola Szajnochy 13, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Zachód,"78872,82",17m 07S,1027,0,22G 48m 14S,82094,"28,14",,,Zapłon włączony,"9,59",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:27:22,1,CET,Start biegu jałowego,53.127834,18.061031,"Karola Szajnochy 13, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Zachód,"78872,82",00m 00S,0,0,22G 48m 14S,82094,"28,14",,,Zapłon włączony,"9,59",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:27:53,1,CET,Koniec biegu jałowego,53.12779,18.061153,"Karola Szajnochy 13, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,5,,Południe,"78872,82",00m 02S,2,0,22G 48m 16S,82096,"28,14",,,Zapłon włączony,"9,59",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:29:45,1,CET,Zapłon wyłączony,53.122699,18.060543,"Karola Szajnochy 2-4, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Północ,"78873,56",00m 22S,22,"0,03",22G 48m 38S,82118,"28,88",,,Zapłon włączony,"10,33",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:41:43,1,CET,Zapłon włączony,53.122716,18.060545,"Karola Szajnochy 2-4, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Północny wschód,"78873,56",11m 58S,718,0,23G 00m 36S,82836,"28,88",,,Zapłon włączony,"10,33",4635363076,0,Nie ustawiono
2,2. Partner P.Żurawski,CB 386NE,,,,2023-04-04 11:41:43,1,CET,Start biegu jałowego,53.122716,18.060545,"Karola Szajnochy 2-4, 85-738 Bydgoszcz, Poland",Bydgoszcz,Kujawsko-Pomorskie,85-738,,,Północny wschód,"78873,56",00m 00S,0,0,23G 00m 36S,82836,"28,88",,,Zapłon włączony,"10,33",4635363076,0,Nie ustawiono
